Customer_ID,Avg_Ratings,Recency,Frequency,Monetary,Age,Gender,Income,Cluster
14194.0,3.5,117,2,3412.4187519999996,19.0,Female,Medium,1
34791.0,3.0,39,3,2029.3104613,19.0,Male,Medium,2
63924.0,3.3333333333333335,48,3,6039.5476268,19.0,Male,High,1
54718.0,3.6666666666666665,14,3,1179.6029595999998,19.0,Female,Medium,1
73054.0,2.4,34,5,6715.6897395,22.0,Male,Medium,0
62411.0,1.8333333333333333,4,6,6788.6350997,19.0,Male,High,0
82413.0,2.0,26,3,2511.6478931,19.0,Male,Medium,2
74606.0,1.8,19,5,10076.6321772,20.0,Male,Medium,0
91995.0,3.0,36,2,869.3571697,19.0,Female,Low,2
65573.0,3.0,35,7,9459.2441343,34.0,Male,Medium,0
68821.0,3.0,40,4,5061.2729549,19.0,Female,High,2
72793.0,3.75,123,4,8038.7328221,19.0,Male,Medium,0
47462.0,3.25,22,4,7621.317042709999,19.0,Female,Low,0
13672.0,2.0,221,2,3158.67656169,19.0,Female,Low,4
86216.0,2.5,98,4,4177.78231754,19.0,Male,Low,2
30931.0,2.8333333333333335,138,6,7331.497721899999,19.0,Female,Low,0
37564.0,3.6,50,5,1183.20208495,19.0,Female,Medium,1
86404.0,3.0,233,2,5382.643007000001,19.0,Male,Low,4
69027.0,2.0,216,2,3088.458154,19.0,Female,High,4
11145.0,4.5,106,2,224.20570442000002,19.0,Female,High,1
83029.0,3.5,144,2,6392.028556,19.0,Male,Low,4
79702.0,3.142857142857143,67,7,7596.19450448,19.0,Male,Medium,0
20266.0,2.8,11,5,12088.0385061,19.0,Male,Low,0
36169.0,4.0,71,2,3076.409031,19.0,Female,Low,1
38654.0,3.3333333333333335,157,3,5313.517707999999,19.0,Male,Low,4
25425.0,2.8333333333333335,51,6,3654.1040969200003,19.0,Male,Medium,0
87841.0,3.5,142,2,2194.7905751,19.0,Female,Low,4
14542.0,2.2857142857142856,65,7,8110.539640049999,26.0,Female,Medium,0
20885.0,3.5,77,4,6076.7688882,19.0,Male,Low,0
27612.0,3.0,173,2,2398.026755,19.0,Female,Low,4
11825.0,3.25,14,4,3308.9234595899998,19.0,Female,Medium,1
64075.0,2.5,257,2,1528.8847062,19.0,Female,Medium,4
81631.0,1.6666666666666667,152,3,1948.6168235,19.0,Male,Medium,2
58836.0,3.0,16,3,9778.938486,19.0,Male,High,0
95728.0,3.5,36,4,6876.644366799999,19.0,Female,Medium,0
45747.0,3.0,129,3,1523.3904545999999,19.0,Female,Medium,2
23818.0,4.333333333333333,56,3,2671.0420656,19.0,Female,Medium,1
87520.0,2.6666666666666665,218,3,3036.5607258,19.0,Female,High,4
29202.0,2.0,177,1,2468.785393,19.0,Male,Medium,4
99032.0,3.0,153,2,8926.388892,19.0,Male,Medium,4
95144.0,3.0,9,3,498.1207764,19.0,Male,Medium,2
73208.0,3.0,80,5,4272.7298025,19.0,Male,Medium,0
67642.0,4.0,28,3,2315.8661266999998,19.0,Male,High,1
19821.0,4.0,112,6,8270.0356452,19.0,Female,Low,0
75580.0,2.6,208,5,6145.9515678,19.0,Female,High,4
97256.0,3.0,134,3,2454.0041607000003,19.0,Male,Medium,4
98007.0,3.2,21,5,5405.6729569,19.0,Female,Medium,0
27503.0,3.8333333333333335,28,6,7103.5745741,19.0,Male,Medium,0
77147.0,3.2,18,5,4220.4756537,19.0,Female,Medium,0
55489.0,2.857142857142857,166,7,9458.8892481,20.0,Female,Medium,0
35322.0,3.0,160,3,4206.1839333,19.0,Male,High,4
49045.0,2.75,26,4,3993.4778663899997,19.0,Female,Medium,2
17805.0,2.857142857142857,69,7,7540.4067079199995,19.0,Male,Medium,0
95506.0,4.0,44,6,11890.5431367,19.0,Male,Low,0
40092.0,2.3333333333333335,194,3,5436.3282327,19.0,Male,High,4
27416.0,3.25,69,4,4351.396072199999,20.0,Female,Low,1
28732.0,3.0,144,4,1397.267865,19.0,Male,Low,4
30242.0,3.3333333333333335,4,3,3093.6006495,19.0,Male,Medium,1
69998.0,2.3333333333333335,131,3,5239.1947607,19.0,Male,Medium,2
84809.0,2.7142857142857144,55,7,7714.9714576999995,23.0,Male,Medium,0
34915.0,3.6666666666666665,98,3,4264.145339000001,19.0,Female,High,1
35372.0,1.8,30,5,3674.5521383,20.0,Male,Low,2
64939.0,3.5,116,2,1824.6048412999999,19.0,Male,Low,1
23015.0,1.3333333333333333,135,3,3077.4078405,19.0,Male,Medium,2
53864.0,3.8,175,5,7337.9775157,19.0,Female,Medium,0
62393.0,3.5714285714285716,101,7,8040.1536116,19.0,Male,Medium,0
93698.0,3.0,51,3,4701.801057,19.0,Male,High,2
22904.0,3.0,90,3,3172.8401334,19.0,Male,Medium,2
18328.0,2.6,12,5,4740.518114,19.0,Male,Medium,0
59502.0,4.0,22,2,5892.680348,19.0,Male,High,1
64262.0,1.8333333333333333,39,6,10861.9406497,19.0,Male,Medium,0
83247.0,4.333333333333333,60,3,3753.9125861999996,19.0,Male,Medium,1
77707.0,3.0,42,6,10384.9823551,25.0,Female,High,0
27743.0,2.5,15,4,10530.826398,19.0,Male,High,0
47982.0,2.5,124,4,4631.3724774,19.0,Male,Low,2
44144.0,4.0,44,1,574.0558089,19.0,Female,Medium,1
18487.0,4.5,84,2,4262.278377000001,19.0,Female,Medium,1
86536.0,3.0,83,2,4784.822124,19.0,Female,Medium,2
71879.0,2.5,40,4,5069.29553716,19.0,Male,Low,2
87177.0,4.0,63,4,1647.1862434,19.0,Female,Medium,1
42316.0,3.6666666666666665,26,6,5467.2966059,19.0,Female,Medium,0
13135.0,2.75,134,4,6494.582486900001,19.0,Female,Low,0
52228.0,2.25,51,4,6200.3342497,19.0,Male,Low,2
76102.0,3.0,157,3,3494.5260306,19.0,Male,Low,4
67463.0,3.0,66,2,1223.7760335,19.0,Female,Medium,2
48716.0,2.6666666666666665,36,3,4971.480878,19.0,Female,Medium,2
18254.0,3.75,57,4,4329.6005189,23.0,Male,Medium,1
35010.0,3.4,6,5,6771.530003,19.0,Female,Low,0
60467.0,2.5,166,4,3639.6154434,19.0,Female,Medium,2
19035.0,3.5,281,2,3674.2213273,19.0,Male,Medium,4
61925.0,2.75,51,4,8620.099017,20.0,Female,Medium,0
53078.0,3.0,125,4,4821.8185165,19.0,Male,Medium,2
81501.0,4.0,1,2,4679.60234,19.0,Female,Low,1
81719.0,4.0,87,2,5967.205132000001,19.0,Female,Medium,1
89832.0,3.3333333333333335,51,3,6086.99612,19.0,Female,Medium,1
62472.0,3.0,25,7,10628.9652977,19.0,Male,Medium,0
72357.0,3.0,43,3,2863.9798577,19.0,Male,Medium,2
62054.0,4.666666666666667,87,3,4295.75962244,19.0,Male,Medium,1
36966.0,3.8333333333333335,38,6,4602.149939999999,19.0,Female,Medium,0
75032.0,2.75,21,4,7031.8532999,19.0,Male,Medium,0
18872.0,3.2,30,5,7870.5123653,19.0,Male,Medium,0
67167.0,3.0,125,5,2178.1869101,19.0,Male,Medium,2
91984.0,3.8333333333333335,3,6,8033.8485787,34.0,Female,Medium,3
79386.0,3.5,135,6,4064.83679205,19.0,Male,Medium,0
86948.0,3.8,116,5,5155.25772413,19.0,Male,High,1
96339.0,1.3333333333333333,164,3,4474.7068859,19.0,Male,Medium,2
29945.0,3.8,19,5,6689.4104074,19.0,Male,Medium,0
77680.0,2.0,300,1,874.8353448,19.0,Female,Medium,4
36429.0,4.0,139,4,4454.43219166,19.0,Female,Medium,1
73346.0,3.0,42,6,8715.22472875,26.0,Male,Low,0
20297.0,3.5,107,2,3944.6423543,19.0,Male,Medium,1
81591.0,3.6666666666666665,149,3,4657.1469005,19.0,Female,Medium,1
74212.0,3.4285714285714284,35,7,7580.7936996,20.0,Male,Medium,0
37934.0,3.2,113,5,5646.57897248,19.0,Female,Medium,0
45038.0,3.3333333333333335,115,3,3180.0628086999996,19.0,Male,Medium,1
94249.0,3.5,145,2,3682.156521,19.0,Female,High,4
43072.0,3.0,33,4,7134.6744049,20.0,Male,Medium,0
12066.0,3.0,101,4,5734.2928563,19.0,Female,Medium,2
89180.0,3.4,89,5,8697.5047978,19.0,Female,Low,0
49643.0,2.8,23,5,4973.1939978,19.0,Male,Medium,0
91734.0,3.0,46,3,3138.4493473,19.0,Female,High,2
27506.0,3.4285714285714284,86,7,12724.845056,19.0,Male,Medium,0
98418.0,3.5,66,6,6794.5503197,19.0,Male,Low,0
99101.0,3.8,31,5,5591.9096406,19.0,Male,Medium,0
98118.0,2.4,84,5,6043.8458922,19.0,Male,Low,0
37003.0,2.6,22,5,7438.8090693,34.0,Female,High,3
68116.0,3.2857142857142856,36,7,8691.816961300001,19.0,Male,Medium,0
78925.0,4.5,26,2,1511.0025194,19.0,Male,High,1
39949.0,1.4,89,5,7145.6036381799995,19.0,Male,Medium,2
39905.0,3.0,23,3,931.30602869,19.0,Male,Medium,2
56245.0,2.8,55,5,9866.886858,19.0,Male,Low,0
81399.0,4.5,24,2,3294.240806,19.0,Female,Medium,1
75364.0,3.0,17,4,8037.2642641,19.0,Female,Low,0
37435.0,3.0,15,3,1981.8389077000002,19.0,Male,High,2
52006.0,3.0,27,2,540.22581271,19.0,Female,Medium,2
25893.0,2.0,35,4,5367.693839699999,19.0,Male,Medium,2
85916.0,2.0,224,3,3851.9021785,19.0,Male,Medium,4
16753.0,3.0,110,4,4448.7992052,19.0,Male,High,2
31627.0,3.4,36,5,6791.245892909999,26.0,Male,High,0
16072.0,3.6,64,5,7017.5298555,19.0,Male,Medium,0
86747.0,3.5,148,2,5668.803977,19.0,Male,Medium,4
81758.0,4.25,1,4,10084.2174086,19.0,Male,Low,0
94311.0,3.5,264,2,5746.9559718,19.0,Male,High,4
66243.0,2.5,298,2,5119.808794,19.0,Female,Medium,4
46387.0,3.2857142857142856,110,7,9789.731672310001,19.0,Male,Medium,0
83807.0,3.3333333333333335,11,3,844.3795741,19.0,Male,Medium,1
76635.0,2.6666666666666665,86,3,5179.5305866399995,19.0,Male,High,2
20011.0,3.3333333333333335,6,3,7844.7204937,19.0,Male,Medium,0
41770.0,3.0,137,2,3795.542622,19.0,Female,Low,4
71799.0,4.5,130,2,2777.9366875,19.0,Female,Medium,1
37725.0,2.6666666666666665,68,6,9403.98356377,20.0,Male,Medium,0
59049.0,2.0,26,3,3875.9186412,19.0,Female,High,2
17703.0,3.0,91,6,9671.1409814,19.0,Female,Medium,0
56879.0,2.5,9,2,1593.518593,19.0,Female,Medium,2
43925.0,4.0,160,2,3181.18401,19.0,Male,Medium,4
12060.0,4.5,154,2,1941.8750299,19.0,Female,High,1
80688.0,3.4,92,5,5831.4563294,18.0,Female,Medium,0
12208.0,3.5,132,4,9694.447583000001,19.0,Male,Low,0
99154.0,2.75,130,4,4721.65251736,19.0,Female,Medium,2
86260.0,4.0,195,4,7253.224739,19.0,Male,High,4
55487.0,4.25,49,4,6953.5184021,19.0,Male,Low,1
76103.0,3.25,63,4,8872.323986,19.0,Male,Low,0
98072.0,3.0,10,7,7515.324712199999,19.0,Male,Medium,0
64523.0,2.4,95,5,3145.26460433,19.0,Male,Medium,2
33991.0,2.7142857142857144,32,7,7282.0871175,35.0,Female,Medium,3
45891.0,1.8,114,5,9781.3753227,19.0,Male,Medium,0
94575.0,3.3333333333333335,68,3,4360.016166699999,19.0,Male,Medium,1
76307.0,3.6666666666666665,90,3,2575.4406860999998,19.0,Male,Medium,1
94695.0,3.1666666666666665,95,6,11033.0277148,19.0,Male,Medium,0
68186.0,4.0,213,2,3156.1182132,19.0,Female,Medium,4
67056.0,2.8,19,5,8658.996391820001,20.0,Male,High,0
44966.0,3.0,206,3,4667.21892152,19.0,Male,Medium,4
33902.0,2.8,135,5,4427.1792025,19.0,Female,Medium,2
66421.0,3.0,14,4,8927.5675914,19.0,Male,Medium,0
18589.0,2.3333333333333335,39,3,6145.6166867,19.0,Male,Medium,2
70698.0,3.75,4,4,2962.7056688,19.0,Male,Medium,1
77315.0,2.0,16,4,5053.7719923,19.0,Female,Medium,2
87000.0,4.0,13,2,1538.5467389,19.0,Male,Medium,1
18879.0,2.2,18,5,4810.694774799999,19.0,Male,Medium,2
25530.0,1.5,89,2,723.6049129,19.0,Female,High,2
64279.0,2.5,38,4,4341.19433955,19.0,Male,High,2
48800.0,3.0,13,6,4728.0244587,19.0,Male,High,0
16220.0,3.6666666666666665,72,6,3467.0000375,18.0,Female,Low,0
94264.0,3.6666666666666665,114,3,2478.7567156,19.0,Female,Medium,1
11430.0,2.6666666666666665,144,3,5196.128617599999,19.0,Male,Medium,2
89708.0,3.0,29,3,6672.006049,19.0,Male,Medium,2
41023.0,3.0,99,2,3637.036563,19.0,Female,Low,2
76692.0,2.0,84,3,3720.112985,19.0,Male,Medium,2
26913.0,4.75,167,4,6606.2144032999995,19.0,Female,Medium,1
92014.0,1.6666666666666667,95,3,6362.679043,19.0,Male,Medium,2
23216.0,3.8,76,5,3757.4014161,19.0,Male,Low,1
38728.0,3.0,36,6,10703.6376977,19.0,Male,Medium,0
93142.0,3.1666666666666665,90,6,12777.581579500002,19.0,Female,Medium,0
88221.0,3.6,64,5,6419.9047897,19.0,Male,Low,0
25539.0,3.3333333333333335,57,3,2032.59445613,19.0,Male,Medium,1
41757.0,4.333333333333333,78,3,4952.9222673,19.0,Female,Medium,1
86009.0,2.75,102,4,4849.961608600001,19.0,Female,Low,2
78232.0,2.6,42,5,5868.5829573,19.0,Male,Low,0
18275.0,3.75,67,4,2651.8344902,19.0,Female,Low,1
25174.0,3.1666666666666665,8,6,6791.848284470001,19.0,Male,Medium,0
73713.0,3.6666666666666665,13,3,2174.7689493999997,19.0,Female,High,1
99260.0,3.2857142857142856,11,7,10455.259583899999,22.0,Male,High,0
92570.0,3.3333333333333335,23,3,3218.4083391,19.0,Male,High,1
14632.0,1.6666666666666667,123,3,4237.8017746000005,19.0,Female,Medium,2
48111.0,2.25,225,4,8139.100368,19.0,Female,Medium,4
69179.0,2.5,64,2,1303.8254336999998,19.0,Male,Low,2
89310.0,3.857142857142857,17,7,11966.2780004,19.0,Female,High,0
13249.0,3.0,176,2,4307.557605,19.0,Female,Medium,4
75540.0,2.3333333333333335,74,3,6167.4084072,19.0,Male,Medium,2
91442.0,2.3333333333333335,94,6,6759.4737153,20.0,Female,Low,0
57498.0,4.0,249,1,1440.827632,19.0,Female,Medium,4
27512.0,4.0,48,3,5561.8632502,19.0,Male,Medium,1
62206.0,3.5,5,4,6032.457677,19.0,Female,High,1
50311.0,4.333333333333333,82,3,5844.3865626,19.0,Male,Medium,1
71104.0,3.0,53,1,1883.913454,19.0,Female,Medium,2
82545.0,2.75,49,4,4202.4342529000005,19.0,Male,Medium,2
80923.0,2.5,34,4,6528.4241457,20.0,Female,Low,0
94133.0,3.6,4,5,2886.1812226,19.0,Female,Low,1
66547.0,3.0,31,3,3581.1002195700003,19.0,Female,Medium,2
50981.0,4.0,57,3,3584.2401790999998,19.0,Male,Medium,1
26356.0,2.6,45,5,1335.80054344,19.0,Male,Low,2
56376.0,2.5,92,2,1270.596421,19.0,Male,Low,2
26860.0,3.0,275,2,3654.925193,19.0,Female,High,4
40904.0,2.6,74,5,5133.9343466,18.0,Female,Medium,0
91808.0,1.3333333333333333,19,3,3601.5861624,19.0,Male,High,2
75072.0,2.4,10,5,5801.0652359999995,19.0,Male,Medium,0
57948.0,2.3333333333333335,5,3,1912.0487929,19.0,Female,Medium,2
56153.0,4.0,19,3,1121.1189128,19.0,Female,Medium,1
79098.0,2.0,4,2,1242.0505585,19.0,Male,High,2
45594.0,2.6666666666666665,3,6,5768.9432091,19.0,Female,Medium,0
95917.0,3.4,192,5,3408.8433367,19.0,Male,Medium,4
59656.0,2.25,73,4,3678.607,23.0,Male,High,2
14689.0,3.0,91,2,1945.1713746,19.0,Female,Medium,2
56003.0,2.6666666666666665,99,6,7506.5978811,19.0,Female,Low,0
63769.0,3.4,2,5,8518.5852727,19.0,Male,Medium,0
48301.0,1.5,113,4,11166.079097,19.0,Female,Low,0
10488.0,2.2,73,5,5406.4473768,19.0,Male,Medium,2
66690.0,3.5,9,2,3794.967035,19.0,Male,Low,1
23701.0,2.5,7,6,8527.86578959,19.0,Female,Low,0
59982.0,2.5714285714285716,42,7,6798.15341189,20.0,Male,Medium,0
28293.0,3.1666666666666665,55,6,8319.95582167,19.0,Female,Low,0
62853.0,3.0,20,5,5118.4364881,20.0,Male,Medium,0
39053.0,2.0,45,4,5318.6631118,19.0,Female,High,2
15579.0,3.0,129,2,5406.835184,19.0,Female,Low,4
66572.0,3.25,137,4,5585.8118137,19.0,Female,Medium,1
55011.0,3.5,187,2,3326.42195846,19.0,Male,High,4
80769.0,3.4,79,5,7294.2197578,19.0,Male,Low,0
71563.0,3.5,161,4,3473.8464003,19.0,Male,High,4
24193.0,2.0,32,2,5298.633324,19.0,Male,Low,2
57412.0,2.3333333333333335,92,3,4447.2272512,19.0,Female,Medium,2
71513.0,3.5,48,6,5691.7406093,19.0,Female,Medium,0
17019.0,2.8,18,5,6440.8267223,20.0,Male,Medium,0
41832.0,2.4,196,5,9216.2968463,19.0,Male,Medium,0
85005.0,3.0,100,6,5682.3969226,19.0,Female,Medium,0
65708.0,4.0,178,3,2974.6556151,19.0,Female,High,4
13209.0,3.5714285714285716,52,7,9716.9252132,26.0,Female,Low,0
46730.0,3.3333333333333335,235,3,5525.3043969,19.0,Male,Medium,4
55352.0,3.0,5,5,7026.53802849,19.0,Female,High,0
63431.0,4.4,18,5,6884.2935746,18.0,Male,Medium,0
51627.0,4.0,269,1,135.6774705,19.0,Male,Medium,4
56143.0,3.3333333333333335,85,3,1902.6450176,19.0,Male,Medium,1
58197.0,2.6666666666666665,95,3,3476.6695358,19.0,Male,Medium,2
33510.0,4.666666666666667,6,3,4208.329539599999,19.0,Female,Medium,1
34393.0,2.6,197,5,5034.3556087,19.0,Male,Low,4
75925.0,3.5,211,2,3519.0610890000003,19.0,Female,High,4
42132.0,3.25,5,4,3126.7644968,19.0,Female,Medium,1
53946.0,1.5,122,2,4594.864962,19.0,Female,Low,2
54868.0,3.0,29,2,3148.0137543,19.0,Female,High,2
91847.0,3.7142857142857144,47,7,11490.030609500001,19.0,Female,Low,0
25155.0,2.8333333333333335,53,6,10690.0719306,26.0,Male,High,0
60554.0,4.0,141,2,4603.2508099,19.0,Male,Medium,1
47410.0,3.0,62,6,2607.4267560000003,23.0,Male,High,0
76898.0,3.3333333333333335,77,6,9832.0081982,18.0,Male,Medium,0
31297.0,3.0,137,3,2625.0403976,19.0,Female,Medium,4
72361.0,3.0,32,6,11574.3590565,19.0,Female,Medium,0
11162.0,4.5,8,4,11478.715065,19.0,Female,High,0
20717.0,3.75,114,4,10636.674777,19.0,Male,Medium,0
56562.0,3.1666666666666665,31,6,9219.4287173,19.0,Female,Medium,0
61737.0,3.5,161,4,2716.7978894999997,19.0,Female,Low,4
88428.0,4.0,122,4,3827.8554598,19.0,Male,High,1
45847.0,3.25,103,4,7368.839048,19.0,Female,Low,0
39786.0,3.3333333333333335,123,3,2250.2783395,19.0,Male,Medium,1
27611.0,2.6666666666666665,18,6,9335.9390673,19.0,Male,Medium,0
82076.0,4.666666666666667,107,3,4428.0962139,19.0,Male,High,1
61393.0,3.6666666666666665,22,3,4293.1031379999995,19.0,Male,Low,1
65553.0,4.0,153,1,2566.18533,19.0,Male,Medium,4
90840.0,2.3333333333333335,87,3,2892.4613345999996,19.0,Male,Medium,2
78923.0,3.6666666666666665,35,6,8455.5563255,19.0,Female,Low,0
98159.0,2.75,14,4,2429.271395,18.0,Female,High,2
98591.0,1.6666666666666667,133,3,5516.0492863,19.0,Male,Medium,2
59337.0,3.4,21,5,5028.7940201,19.0,Male,High,0
37961.0,2.0,95,2,1266.8264594,19.0,Female,Medium,2
88992.0,4.333333333333333,36,3,4379.4213037,19.0,Female,Medium,1
26821.0,3.5,15,4,4735.5231201,19.0,Female,Medium,1
95637.0,2.0,200,3,1397.9100792,19.0,Male,Medium,4
87573.0,3.0,17,4,5939.3120086,19.0,Male,High,0
36373.0,3.6,19,5,5881.706017500001,19.0,Male,High,0
63728.0,4.0,30,5,7062.406543,19.0,Male,Medium,0
11208.0,2.75,217,4,5637.9151068,19.0,Male,High,4
25149.0,3.0,40,8,8906.2662317,22.0,Male,Medium,0
71936.0,2.75,3,8,5787.3147933,19.0,Female,High,0
54894.0,3.2,117,5,10626.6451915,19.0,Female,Medium,0
46769.0,3.111111111111111,5,9,7442.851965,19.0,Male,Medium,0
86951.0,3.4,45,5,8021.5094255,19.0,Male,Medium,0
30078.0,2.5,98,4,2186.5057887,19.0,Female,Medium,2
25643.0,3.0,10,5,5081.664461,19.0,Male,Medium,0
31865.0,2.5,63,2,688.1092722999999,19.0,Female,Medium,2
40552.0,2.6666666666666665,16,3,6191.965246,19.0,Male,High,2
21523.0,3.3333333333333335,104,3,3860.9126634000004,19.0,Male,High,1
56811.0,4.0,29,3,1575.0160053,19.0,Male,Medium,1
72091.0,4.0,28,3,3303.4977335900003,19.0,Male,Medium,1
43203.0,3.0,18,1,416.7873349,19.0,Male,Medium,2
91200.0,3.6,99,5,5730.7789345,19.0,Male,Medium,0
83621.0,3.5,75,4,3736.3693657999997,20.0,Female,Medium,1
25606.0,3.0,43,4,6307.92675256,19.0,Female,Low,0
53438.0,3.8333333333333335,2,6,9439.3246047,19.0,Female,Medium,0
35537.0,3.6,25,5,9658.2472196,19.0,Male,Low,0
34902.0,3.6,36,5,6704.6581265,19.0,Male,Medium,0
36952.0,2.8,33,5,5011.136743700001,19.0,Male,High,0
82366.0,3.3333333333333335,49,3,3964.0420167,19.0,Male,High,1
36483.0,4.333333333333333,126,3,5005.4416287,19.0,Female,Medium,1
33422.0,2.6,30,5,6849.5545953,20.0,Male,Low,0
84706.0,2.0,39,2,4163.787988,19.0,Female,Low,2
94911.0,3.625,38,8,11843.6866928,19.0,Male,Medium,0
15389.0,2.8333333333333335,110,6,9445.09287835,19.0,Male,Medium,0
48831.0,4.333333333333333,165,3,1791.7632178000001,19.0,Male,Medium,1
81249.0,2.3333333333333335,106,3,6170.400337499999,19.0,Male,Medium,2
88452.0,1.75,8,4,3166.851341,19.0,Female,High,2
20843.0,3.8,5,5,8540.7037614,19.0,Male,High,0
35855.0,3.6666666666666665,1,3,4016.8431342,19.0,Female,Medium,1
28428.0,3.3333333333333335,40,3,2288.3991152,19.0,Female,Medium,1
17150.0,2.5714285714285716,24,7,6292.362868,26.0,Male,Low,0
50725.0,2.5714285714285716,76,7,10619.9950622,20.0,Male,Low,0
56897.0,2.6,42,5,3408.7276942000003,19.0,Male,Medium,2
47252.0,3.25,123,4,8478.6082062,19.0,Female,Medium,0
84171.0,3.0,22,5,5209.5261612,20.0,Female,High,0
83711.0,3.0,146,3,1986.3775575,19.0,Female,Low,4
96528.0,4.25,11,4,3075.0298735,18.0,Female,Medium,1
95216.0,3.8333333333333335,89,6,10095.5382311,22.0,Male,Low,0
93783.0,3.75,75,4,3570.7091067,20.0,Female,High,1
44713.0,4.0,4,5,5304.5029313,19.0,Female,Medium,1
16862.0,2.25,46,4,5812.286675599999,19.0,Male,Low,2
19071.0,3.5,112,2,2609.565948,19.0,Female,Medium,1
55779.0,2.5,38,6,11452.48683467,19.0,Male,Low,0
84167.0,3.75,180,4,3739.0201786,19.0,Male,Medium,4
14627.0,4.0,243,5,11339.8184766,19.0,Male,High,0
93785.0,5.0,199,1,362.1304121,19.0,Male,Medium,4
68714.0,2.5,31,4,3554.8907861,19.0,Male,Medium,2
30149.0,2.4,67,5,9099.89919787,19.0,Female,Low,0
19849.0,3.6,76,5,7400.110253809999,34.0,Male,High,3
87385.0,3.25,36,4,8200.367390700001,34.0,Male,Low,3
83613.0,3.5,53,4,7258.8097099999995,19.0,Male,Medium,0
86171.0,2.857142857142857,85,7,11580.5127108,22.0,Male,Low,0
22000.0,2.75,264,4,4314.764666499999,34.0,Male,Medium,3
29583.0,3.5,108,4,8498.9975222,19.0,Female,Medium,0
20251.0,3.4,104,5,11247.0186548,19.0,Female,Medium,0
57511.0,3.3333333333333335,134,3,4209.5379039,19.0,Male,High,4
49618.0,3.0,141,2,4830.5669542,19.0,Male,High,4
84025.0,3.5,100,4,6141.6796844,19.0,Male,High,1
68873.0,3.0,102,2,333.1586495,19.0,Female,Low,2
94686.0,3.2,41,5,7564.1791361000005,19.0,Female,Medium,0
97879.0,3.0,158,3,3803.9478609000003,19.0,Male,Medium,4
63098.0,3.6,22,5,8605.681133099999,19.0,Male,Low,0
93869.0,2.625,160,8,5746.1906829,19.0,Male,Medium,0
61364.0,3.0,151,4,5959.3113992,19.0,Male,Medium,0
15309.0,1.75,20,4,7607.9493645,23.0,Male,Medium,2
32813.0,2.2,52,5,9256.2873896,20.0,Male,Low,0
84693.0,2.25,77,4,6554.0311549,19.0,Female,Medium,2
66443.0,3.75,257,4,10300.7121073,19.0,Male,Low,4
46326.0,3.2,41,5,7929.9054502,19.0,Male,Medium,0
92521.0,4.0,31,2,5399.442186,19.0,Male,Low,1
76279.0,3.3333333333333335,14,3,5073.1048235,19.0,Male,Medium,1
40477.0,3.5,38,4,6750.095028,19.0,Male,Medium,0
15819.0,2.6666666666666665,66,3,4421.558679,19.0,Male,High,2
30214.0,2.75,41,4,7731.5727973,19.0,Male,Medium,0
55906.0,3.6666666666666665,175,3,5364.2205509,19.0,Female,Medium,4
37315.0,2.0,177,2,5811.004065,19.0,Female,Medium,4
65622.0,3.75,11,4,4907.607582799999,19.0,Female,Medium,1
45268.0,3.0,218,2,3056.9606981,19.0,Female,Medium,4
72719.0,3.0,278,2,4366.164772,19.0,Female,Medium,4
68454.0,2.0,41,6,7453.4427013,19.0,Female,Medium,0
33687.0,2.5,265,2,4763.1557726,19.0,Female,High,4
87489.0,2.75,8,4,3631.1361821,19.0,Female,Low,2
86105.0,3.25,16,4,7086.9683405,22.0,Male,Medium,0
14179.0,1.6666666666666667,43,3,2812.43364952,19.0,Male,Medium,2
58077.0,2.75,9,8,5282.83468913,20.0,Male,Medium,0
20477.0,2.2,79,5,2918.36614472,19.0,Female,Medium,2
71126.0,3.3333333333333335,42,3,3371.8070335,19.0,Male,High,1
48069.0,3.0,42,5,5892.98420576,19.0,Female,Medium,0
22470.0,3.5,82,4,6820.2214044,19.0,Female,Medium,0
19318.0,3.6,128,5,8928.3763612,19.0,Male,Medium,0
76213.0,2.8333333333333335,4,6,5549.110045,19.0,Male,High,0
96972.0,2.5,9,4,3051.1178682,34.0,Male,Medium,3
84316.0,2.25,28,4,4730.3670301,19.0,Male,Low,2
95682.0,2.75,15,4,4125.965628,19.0,Female,Medium,2
66721.0,5.0,80,2,886.9616258,19.0,Female,High,1
31173.0,2.0,22,3,4601.8748246,19.0,Male,Medium,2
89041.0,3.4,6,5,7139.7908025,19.0,Female,Medium,0
30515.0,2.5,54,2,3245.597776,19.0,Female,Low,2
72558.0,3.0,11,7,6069.83135845,20.0,Female,Medium,0
24111.0,2.2857142857142856,87,7,3036.76143783,20.0,Female,Medium,0
15202.0,3.75,41,4,3859.607011,19.0,Female,Medium,1
11725.0,1.8571428571428572,19,7,12215.059141400001,19.0,Male,Medium,0
42747.0,2.0,71,5,2930.55287965,19.0,Male,Medium,2
77834.0,3.25,109,4,6772.9852221,19.0,Female,Medium,0
23768.0,3.0,275,2,673.2075536,19.0,Female,High,4
53310.0,2.0,21,4,7526.579083799999,19.0,Male,Medium,2
25375.0,3.2857142857142856,83,7,10768.6480743,20.0,Male,Low,0
75063.0,3.1666666666666665,68,6,6131.38118348,19.0,Male,Medium,0
73603.0,4.0,214,1,60.34063234,19.0,Male,Medium,4
25420.0,3.8,120,5,10060.4202045,20.0,Male,High,0
47160.0,2.6,111,5,8722.533472,19.0,Male,Low,0
10500.0,2.5,16,4,2688.9305065,19.0,Male,Medium,2
